date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:07:25	16337/16337	---M-Z	200	added ('OK')	application/javascript	etag:%2246958-3fd1-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.smooth-scroll.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.smooth-scroll.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:25	53489/53489	---M--	200	added ('OK')	image/jpeg	etag:%2250464-d0f1-500e545f8d740%22	http://demo.yosoftware.com/html/berg/img/demo/nav/deserts.jpg	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/img/demo/nav/deserts.jpg	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:25	2233/2233	---M-Z	200	added ('OK')	application/javascript	etag:%2246957-8b9-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/enquire.min.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/enquire.min.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:25	9234/9234	---M-Z	200	added ('OK')	application/javascript	etag:%2246967-2412-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/waypoints.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/waypoints.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:26	79691/79691	---M-Z	200	added ('OK')	application/javascript	etag:%2246965-1374b-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/owl.carousel.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/owl.carousel.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:26	12567/12567	---M-Z	200	added ('OK')	application/javascript	etag:%2246962-3117-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.backstretch.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.backstretch.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:26	45717/45717	---M-Z	200	added ('OK')	application/javascript	etag:%2246969-b295-500f964781000%22	http://demo.yosoftware.com/html/berg/js/jquery.mb.YTPlayer.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.mb.YTPlayer.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:27	1110/1110	---M-Z	200	added ('OK')	application/javascript	etag:%2246968-456-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.imagesloaded.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.imagesloaded.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:27	944/944	---M-Z	200	added ('OK')	application/javascript	etag:%224695d-3b0-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.unveil.min.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.unveil.min.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:27	27003/27003	---M-Z	200	added ('OK')	application/javascript	etag:%2246963-697b-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.parallaxify.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.parallaxify.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:27	7791/7791	---M-Z	200	added ('OK')	application/javascript	etag:%2246959-1e6f-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.superslides.min.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.superslides.min.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:27	18909/18909	---M-Z	200	added ('OK')	application/javascript	etag:%2246956-49dd-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.fullPage.min.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.fullPage.min.js	(from http://demo.yosoftware.com/html/berg/index.html)
21:07:28	28332/28332	---M-Z	200	added ('OK')	application/javascript	etag:%2246960-6eac-500e545f8d740%22	http://demo.yosoftware.com/html/berg/js/jquery.mixitup.js	C:/My%20Web%20Sites/ducan2/demo.yosoftware.com/html/berg/js/jquery.mixitup.js	(from http://demo.yosoftware.com/html/berg/index.html)
